,ID,INV,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV1,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
190,0,979,1,,PRO,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,Λυτ(τιοϲ),,,"[DANIEL MARTIN-ARROYO]: lectura tomada a partir de CIL, IV, 6304.",104,979,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
191,0,979,1,,NUL,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,I,,,,πι,π'ι,,,,πι,,,\N,104,979,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
192,0,980,1,,NUL,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,n,GRA,N,G,M,S,Ἀπολλωνιδου,Απολλω[νιδου],,,,Απολλω[νιδου],,,\N,105,980,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
193,0,980,1,,PRO,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,Λυτ(τιοϲ),,,"[DANIEL MARTIN-ARROYO]: lectura tomada a partir de CIL, IV, 6304.",105,980,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
194,0,980,1,,NUL,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,I,,,,π+,π+(!),,,,π+(!),,,\N,105,980,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
195,0,981,1,,NUL,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,n,GRA,N,G,M,S,Ἀπολλωνιδου,Απολλωνιδου,,,,Απολλωνιδου,,,\N,106,981,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
196,0,981,1,,PRO,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,Λυτ(τιοϲ),,,"[DANIEL MARTIN-ARROYO]: lectura tomada a partir de CIL, IV, 6304.",106,981,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
197,0,981,1,,NUL,IGN,3,n/i&i,n/p?&i,n/p&i,nii,np?i,npi,n,np?,np,i,GRA,I,,,,πτι,πτι(!),,,,πτι(!),,,"CIL, IV, 6302: certum.",106,981,?IigNngPpg,3,n,GRA,N,6,613,61316,98,81,38,17,7,4,2,2,2
198,0,982,1,,NUL,IGN,3,n/i&i,n/p?&x?,n/p&x,nii,np?x?,npx,n,np?x?,npx,n,GRA,N,G,M,S,Ἀπολλωνιδου,Απολλωνιδου,,,,Απολλωνιδου,,,\N,107,982,??NngPpgXxg,3,n,GRA,N,6,613,61316,96,79,37,16,6,4,2,2,2
199,0,982,1,,PRO,IGN,3,n/i&i,n/p?&x?,n/p&x,nii,np?x?,npx,n,np?x?,npx,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ) && Μυτ(---),,,,Λυτ(τιοϲ) && Μυτ(---),,,"CIL, IV, 6303: MYT errore scriptum credo pro AYT. [DANIEL MARTIN-ARROYO]: lectura tomada a partir de CIL, IV, 6304.",107,982,??NngPpgXxg,3,n,GRA,N,6,613,61316,96,79,37,16,6,4,2,2,2
200,0,982,1,,NUL,IGN,3,n/i&i,n/p?&x?,n/p&x,nii,np?x?,npx,n,np?x?,npx,i,GRA,NUM?,,,,π,π,,,,π,,,\N,107,982,??NngPpgXxg,3,n,GRA,N,6,613,61316,96,79,37,16,6,4,2,2,2
201,0,995,1,,NUL,IGN,2,i/i,n?/i,n/i,ii,n?i,ni,,n?,n,i,GRA,N?,,,,βααυλ,βαα^υ^λ,,,,βααυλ,,,\N,108,995,?IigNng,2,i,GRA,N?,9,95,950,39,34,13,6,2,2,1,1,1
202,0,995,1,,NUL,IGN,2,i/i,n?/i,n/i,ii,n?i,ni,,n?,n,i,GRA,I,,,,οαυρ,οα^υ^ρ,,,,οαυρ,,,\N,108,995,?IigNng,2,i,GRA,N?,9,95,950,39,34,13,6,2,2,1,1,1
203,0,1002,1,,NUL,IGN,3,p/=/i/n,p/=/i/n,p/=/i/n,pin,pin,pin,pn,pn,pn,n,GRA,N,N,M,S,Μάνας,Μανα[ς],,,,Μανα[ς],,,"CIL, IV, 6324: descripsi 1875 evanidam. [DANIEL MARTIN-ARROYO]: puede tratarse de un caso en dativo si no se considera la sigma final, también de una abreviatura.",109,1002,IigNngPpg,3,n,GRA,N,0,00,000,99,82,38,17,7,4,2,2,2
204,0,1002,1,,PRO,IGN,3,p/=/i/n,p/=/i/n,p/=/i/n,pin,pin,pin,pn,pn,pn,p,GRA,P,,,,γλυκύς λουνόν,γλυκύ(ς) / [λ]ουνό[ν],,,,γλυκύ(ς) / [λ]ουνό[ν],,,"CIL, IV, 6324: descripsi 1875 evanidam. [DANIEL MARTIN-ARROYO]: λουνον significa límpido.",109,1002,IigNngPpg,3,n,GRA,N,0,00,000,99,82,38,17,7,4,2,2,2
205,0,1002,1,,NUL,IGN,3,p/=/i/n,p/=/i/n,p/=/i/n,pin,pin,pin,pn,pn,pn,i,GRA,I,,,,πκv...,[π]κv[---],,,,[π]κv[---],,,"CIL, IV, 6324: descripsi 1875 evanidam.",109,1002,IigNngPpg,3,n,GRA,N,0,00,000,99,82,38,17,7,4,2,2,2
206,0,1004,0,,PRO,IGN,1,p,p,p,p,p,p,p,p,p,p,GRA,P,,,,Γορτυνίου,Γορτυνιου,,,,Γορτυνιου,,,"CIL, IV, 6326: ΟΡ non vidi.",110,1004,Ppg,1,p,GRA,P,6,614,61438,9,7,4,3,1,1,1,1,1
207,0,1005,1,,NUL,IGN,2,i/p,i/p,i/p,ip,ip,ip,p,p,p,i,GRA,I,,,,...μ...ε...,[---]μ[---]ε[---],,,,[---]μ[---]ε[---],,,\N,111,1005,IigPpg,2,i,GRA,I,8,80,805,37,32,12,6,2,2,1,1,1
208,0,1005,1,,PRO,IGN,2,i/p,i/p,i/p,ip,ip,ip,p,p,p,p,GRA,P,,,,Γορτυνίου,Γορ[τ]υ[νιου],,,,Γορ[τ]υ[νιου],,,"CIL, IV, 6327: Γορ[τ]υν[ίου]",111,1005,IigPpg,2,i,GRA,I,8,80,805,37,32,12,6,2,2,1,1,1
209,0,1030,1,,PRO,IGN,4,i&i/i/i,N?&N?/i/p?,N&N/i/p,iiii,N?N?ip?,NNip,,N?N?p?,NNp,i,GRA,P?,,,,ἄρωμα,αρομα,,,,αρομα,,,"CIL, IV, 6352: Brizio... e cuius apographo dedi.",112,1030,???NNlNNlIigPpg,4,i,GRA,P?,0,00,000,131,113,57,27,12,7,4,3,3
210,0,1030,1,,NUL,IGN,4,i&i/i/i,N?&N?/i/p?,N&N/i/p,iiii,N?N?ip?,NNip,,N?N?p?,NNp,i,GRA,N?,,,,Δρυ,Δρυ(---),,,,Δρυ(---),,,"CIL, IV, 6352: Brizio... e cuius apographo dedi. V. 1 antiquiorem iudicavit Brizio.",112,1030,???NNlNNlIigPpg,4,i,GRA,P?,0,00,000,131,113,57,27,12,7,4,3,3
211,0,1030,1,,NUL,IGN,4,i&i/i/i,N?&N?/i/p?,N&N/i/p,iiii,N?N?ip?,NNip,,N?N?p?,NNp,i,GRA,I,,,,δρυτωνοϲ,δρυτωνοϲ,,,,δρυτωνοϲ,,,"CIL, IV, 6352: Brizio... e cuius apographo dedi.",112,1030,???NNlNNlIigPpg,4,i,GRA,P?,0,00,000,131,113,57,27,12,7,4,3,3
212,0,1030,1,,NUL,IGN,4,i&i/i/i,N?&N?/i/p?,N&N/i/p,iiii,N?N?ip?,NNip,,N?N?p?,NNp,i,GRA,N?,,,,Υδρο.,Υδρο(---),,,,Υδρο(---),,,"CIL, IV, 6352: Brizio... e cuius apographo dedi. V. 1 antiquiorem iudicavit Brizio.",112,1030,???NNlNNlIigPpg,4,i,GRA,P?,0,00,000,131,113,57,27,12,7,4,3,3
213,0,1032,1,,NUL,IGN,2,i/X,i/X,i/X,iX,iX,iX,X,X,X,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,Ν,113,1032,XXlIig,2,X,LAT,NUM,8,80,8015,59,49,20,9,3,2,1,1,1
214,0,1032,1,,NUL,IGN,2,i/X,i/X,i/X,iX,iX,iX,X,X,X,i,GRA,I,,,,ελϲϲ,ελϲϲ,,,,ελϲϲ,,,Ν,113,1032,XXlIig,2,X,LAT,NUM,8,80,8015,59,49,20,9,3,2,1,1,1
215,0,1033,1,,NUL,IGN,2,i/X,i/X,i/X,iX,iX,iX,X,X,X,i,GRA,I,,,,ελϲϲ,ελ[ϲϲ],,,,ελ[ϲϲ],,,Ν,114,1033,XXlIig,2,i,GRA,I,8,82,8239,59,49,20,9,3,2,1,1,1
216,0,1033,1,,NUL,IGN,2,i/X,i/X,i/X,iX,iX,iX,X,X,X,X,LAT,NUM,,,,ϲϲϲϲ && CCCC {400},ϲ[ϲ]ϲϲ && C[C]CC,,,,,,,Ν,114,1033,XXlIig,2,i,GRA,I,8,82,8239,59,49,20,9,3,2,1,1,1
217,0,1047,1,,NUL,IGN,2,I/i,X?/i,X/i,Ii,X?i,Xi,,X?,X,I,LAT,NUM?,,,,L {50},L,,,,,,,\N,115,1047,?XXlIig,2,I,LAT,NUM?,6,613,61313,61,50,20,9,3,2,1,1,1
218,0,1047,1,,NUL,IGN,2,I/i,X?/i,X/i,Ii,X?i,Xi,,X?,X,i,GRA,I,,,,θαμυνοντοϲ,θαμυνοντοϲ,,,,θαμυνοντοϲ,,,"CIL, IV, 6368: Β descr. Sogliano, qui non edidit.",115,1047,?XXlIig,2,I,LAT,NUM?,6,613,61313,61,50,20,9,3,2,1,1,1
219,0,1057,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου Πρειμου,,,"CIL, IV, 6379a: litteris parvis neglegenter scriptum; lectio tamen certa.",116,1057,Nng,1,n,GRA,N,5,51,5118,2,2,1,1,1,1,1,1,1
220,0,1058,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου Πρειμου,,,"CIL, IV, 6379b: litteris parvis neglegenter scriptum; lectio tamen certa.",117,1058,Nng,1,n,GRA,N,5,52,520,2,2,1,1,1,1,1,1,1
221,0,1059,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου Πρειμου,,,"CIL, IV, 6379c: litteris parvis neglegenter scriptum; lectio tamen certa.",118,1059,Nng,1,n,GRA,N,5,52,520,2,2,1,1,1,1,1,1,1
222,0,1060,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου Πρειμου,,,"CIL, IV, 6379d: litteris parvis neglegenter scriptum; lectio tamen certa.",119,1060,Nng,1,n,GRA,N,6,616,61611,2,2,1,1,1,1,1,1,1
223,0,1062,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,G,M,S,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Πρειμου,,,"CIL, IV, 6380b: eadem manu [a, b, c]",120,1062,IigNng,2,n,GRA,N,5,52,520,38,33,13,6,2,2,1,1,1
224,0,1062,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,φαρα,φαρα,,,,φαρα,,,"CIL, IV, 6380b: eadem manu [a, b, c]",120,1062,IigNng,2,n,GRA,N,5,52,520,38,33,13,6,2,2,1,1,1
225,0,1063,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,G,M,S,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου,Πρειμου,,"CIL, IV, 6380c: eadem manu [a, b, c]",121,1063,IigNng,2,n,GRA,N,5,52,520,38,33,13,6,2,2,1,1,1
226,0,1063,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,φαρα,φαρα,,,,,,,"CIL, IV, 6380c: eadem manu [a, b, c]",121,1063,IigNng,2,n,GRA,N,5,52,520,38,33,13,6,2,2,1,1,1
227,0,1064,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,G,M,S,Ιοκουνδου Πρειμου,Ιοκουνδου Πρειμου,,,,Ιοκουνδου,Πρειμου,,"CIL, IV, 6380d: alia manu.",122,1064,IigNng,2,n,GRA,N,6,616,61611,38,33,13,6,2,2,1,1,1
228,0,1064,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,φαρα,φαρα,,,,,,,"CIL, IV, 6380d: alia manu.",122,1064,IigNng,2,n,GRA,N,6,616,61611,38,33,13,6,2,2,1,1,1
229,0,1080,1,,NUL,IGN,2,i/X,N?/X,N/X,iX,N?X,NX,X,N?X,NX,X,LAT,NUM,,,,CCCC {400},C'C'C'C,,,,,,,\N,123,1080,?NNlXXl,2,X,LAT,NUM,6,613,61316,48,42,16,7,3,2,1,1,1
230,0,1080,1,,NUL,IGN,2,i/X,N?/X,N/X,iX,N?X,NX,X,N?X,NX,i,GRA,N?,,,,Κιϲϲ...,Κιϲϲ[---],,,,Κιϲϲ[---],,,\N,123,1080,?NNlXXl,2,X,LAT,NUM,6,613,61316,48,42,16,7,3,2,1,1,1
231,0,1086,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Κ. Ἀντίοχου,Κ. · Αντιοχου,,,Κ.,Αντιοχου,,,"CIL, IV, 6403: Κ(λαυδίου).",124,1086,Nng,1,n,GRA,N,8,80,8015,2,2,1,1,1,1,1,1,1
232,0,1089,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Τι. Κ. Αν...φιλο...,Τι. Κ. / Αν[---]φ'ιλο[-],,,Κ.,Αν[---]φ'ιλο[-],,,"CIL, IV, 6405: Τι. Κ(λαυδίου) Ἀν[τι]φίλο[υ].",125,1089,Nng,1,n,GRA,N,5,52,5218,2,2,1,1,1,1,1,1,1
233,0,1090,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαροχα,Τι. · Κ. · / Απαρ'οχα,,Τι.,Κ.,Απαροχα,,,"CIL, IV, 6406: 1 Τι. Κ(λαυδίου) - 2 lectio certa. SOGLIANO, Not. d. sc. 1986 p. 434 n. 2-4: collum d'anfora. In lettere nere.",126,1090,Nng,1,n,GRA,N,5,52,521,2,2,1,1,1,1,1,1,1
234,0,1091,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαροχα,Τι. · Κ. · / Απαρ'οχα,,Τι.,Κ.,Απαροχα,,,"CIL, IV, 6406: 1 Τι. Κ(λαυδίου) - 2 lectio certa. SOGLIANO, Not. d. sc. 1986 p. 434 n. 2-4: collum d'anfora. In lettere nere.",127,1091,Nng,1,n,GRA,N,5,52,521,2,2,1,1,1,1,1,1,1
235,0,1092,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαροχα,Τι. · Κ. · / Απαρ'οχα,,Τι.,Κ.,Απαροχα,,,"CIL, IV, 6406: 1 Τι. Κ(λαυδίου) - 2 lectio certa. SOGLIANO, Not. d. sc. 1986 p. 434 n. 2-4: collum d'anfora. In lettere nere.",128,1092,Nng,1,n,GRA,N,5,52,521,2,2,1,1,1,1,1,1,1
236,0,1093,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαροχα,Τι. · Κ. · / Απαρ'οχα,,Τι.,Κ.,Απαροχα,,,"CIL, IV, 6406: 1 Τι. Κ(λαυδίου) - 2 lectio certa. SOGLIANO, Not. d. sc. 1986 p. 435 n. 38: collum d'anfora. In lettere nere.",129,1093,Nng,1,n,GRA,N,5,52,521,2,2,1,1,1,1,1,1,1
237,0,1096,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",130,1096,Nng,1,n,GRA,N,0,00,000,2,2,1,1,1,1,1,1,1
238,0,1097,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",131,1097,Nng,1,n,GRA,N,9,97,974,2,2,1,1,1,1,1,1,1
239,0,1098,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",132,1098,Nng,1,n,GRA,N,6,65,657,2,2,1,1,1,1,1,1,1
240,0,1099,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",133,1099,Nng,1,n,GRA,N,0,00,000,2,2,1,1,1,1,1,1,1
241,0,1100,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",134,1100,Nng,1,n,GRA,N,0,00,000,2,2,1,1,1,1,1,1,1
242,0,1101,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κ. Ἐπαφρόδιτου,Τι. Κ. / Επαφ'ρ'οδιτου,,Τι.,Κ.,Επαφροδιτου,,,"CIL, IV, 6408: 1 Τι. Κ(λαυδίου).",135,1101,Nng,1,n,GRA,N,0,00,000,2,2,1,1,1,1,1,1,1
243,0,1103,1,,NUL,IGN,2,n/i,n/x?,n/x,ni,nx?,nx,n,nx?,nx,n,GRA,N,,,,Κ. Εὔρυτου,Κ. · Ευρυτου,,,Κ.,Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",136,1103,?NngXxg,2,n,GRA,N,9,92,9217,33,29,10,5,2,2,1,1,1
244,0,1103,1,,NUL,IGN,2,n/i,n/x?,n/x,ni,nx?,nx,n,nx?,nx,i,GRA,NUM?,,,,ΚΥ {420} && Κυ,ΚΥ && Κυ(---),,,,ΚΥ && Κυ(---),,,"CIL, IV, 6409-6416: Vidi reliquias.",136,1103,?NngXxg,2,n,GRA,N,9,92,9217,33,29,10,5,2,2,1,1,1
245,0,1104,1,,NUL,IGN,2,n/I,n/I,n/I,nI,nI,nI,n,n,n,I,LAT,I,,,,kal,kal(---),,,,kal(---),,,"CIL, IV, 6409-6416: Vidi reliquias.",137,1104,IIlNng,2,I,LAT,I,9,92,9217,20,16,6,4,2,2,1,1,1
246,0,1104,1,,NUL,IGN,2,n/I,n/I,n/I,nI,nI,nI,n,n,n,n,GRA,N,,,,Κ. Εὔρυτου,Κ. · Ευρυτου,,,Κ.,Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",137,1104,IIlNng,2,I,LAT,I,9,92,9217,20,16,6,4,2,2,1,1,1
247,0,1105,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,,,Κ. Εὔρυτου,[Κ. ·] Ευρυτου,,,,Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",138,1105,Nng,1,n,GRA,N,9,92,9217,2,2,1,1,1,1,1,1,1
248,0,1106,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Κ. Εὔρυτου,[Κ. · Ε]υρ[υ]τ[---]ου,,,[Κ.,Ε]υρ[υ]τ[---]ου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",139,1106,Nng,1,n,GRA,N,9,92,9217,2,2,1,1,1,1,1,1,1
249,0,1107,1,,NUL,IGN,2,n/i,n/x?,n/x,ni,nx?,nx,n,nx?,nx,n,GRA,N,,,,Κ. Εὔρυτου,Κ. Ευρυτου,,,Κ.,Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",140,1107,?NngXxg,2,n,GRA,N,9,92,9217,33,29,10,5,2,2,1,1,1
250,0,1107,1,,NUL,IGN,2,n/i,n/x?,n/x,ni,nx?,nx,n,nx?,nx,i,GRA,NUM?,,,,ΧΗ {608} && Χη,ΧΗ && Χη(---),,,,ΧΗ && Χη(---),,,"CIL, IV, 6409-6416: Vidi reliquias.",140,1107,?NngXxg,2,n,GRA,N,9,92,9217,33,29,10,5,2,2,1,1,1
251,0,1108,1,,NUL,IGN,3,n/i/i,n/x?/x?,n/x/x,nii,nx?x?,nxx,n,nx?x?,nxx,i,GRA,NUM?,,,,Η {8},Η(!)ρα(---),,,,Ηρα(---),,,"CIL, IV, 6409-6416: Vidi reliquias.",141,1108,??NngXxgXxg,3,i,GRA,NUM?,9,92,9217,95,79,37,16,6,4,2,2,2
252,0,1108,1,,NUL,IGN,3,n/i/i,n/x?/x?,n/x/x,nii,nx?x?,nxx,n,nx?x?,nxx,n,GRA,N,,,,Κ. Εὔρυτου,Κ. Ευρυτου,,,Κ.,Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. Κ(λαυδίου) Εὐρύτου. M. C. Eurytum habes 6471.",141,1108,??NngXxgXxg,3,i,GRA,NUM?,9,92,9217,95,79,37,16,6,4,2,2,2
253,0,1108,1,,NUL,IGN,3,n/i/i,n/x?/x?,n/x/x,nii,nx?x?,nxx,n,nx?x?,nxx,i,GRA,NUM?,,,,Τ {300} && τ η,Τ && τ · η,,,,Τ && τ · η,,,"CIL, IV, 6409-6416: Vidi reliquias.",141,1108,??NngXxgXxg,3,i,GRA,NUM?,9,92,9217,95,79,37,16,6,4,2,2,2
254,0,1109,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,αμυ...μ,αμυ[---]μ,,,,αμυ[---]μ,,,"CIL, IV, 6409-6416: Vidi reliquias.",142,1109,IigNng,2,i,GRA,I,9,92,9217,38,33,13,6,2,2,1,1,1
255,0,1109,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,G,M,,Κ. Εὔρυτου,[Κ. Ε]υρυτο[υ],,,[Κ.,Ε]υρυτο[υ],,,"CIL, IV, 6409-6416: Vidi reliquias. M. C. Eurytum habes 6471.",142,1109,IigNng,2,i,GRA,I,9,92,9217,38,33,13,6,2,2,1,1,1
256,0,1110,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,Κλαυdiou ...ζ...μυ,Kλαυ[diou] [---]ζ[---]μυ,,,,Kλαυ[diou] [---]ζ[---]μυ,,,"CIL, IV, 6409-6416: Vidi reliquias.",143,1110,IigNng,2,i,GRA,I,9,92,9217,38,33,13,6,2,2,1,1,1
257,0,1110,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,,,,Κ. Εὔρυτου,[Κ.] Ευρυτου,,,[Κ.],Ευρυτου,,,"CIL, IV, 6409-6416: Vidi reliquias. M. C. Eurytum habes 6471.",143,1110,IigNng,2,i,GRA,I,9,92,9217,38,33,13,6,2,2,1,1,1
258,0,1111,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,,,Κλαυdi- εφυργλιου,K^λ^α(υdi-) εφυργλιο[υ],,,Kλα(υdi-),εφυργλιο[υ],,,"CIL, IV, 6417-6418: est Κλ(αυδίου) Εὐφρονίου.",144,1111,Nng,1,n,GRA,N,6,613,61316,2,2,1,1,1,1,1,1,1
259,0,1112,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,,,Κλαυdi- εφυργιου,K^λ^α(υdi-) εφυργι'ου,,,Kλα(υdi-),εφυργιου,,,"CIL, IV, 6417-6418: est Κλ(αυδίου) Εὐφρονίου.",145,1112,Nng,1,n,GRA,N,6,613,61316,2,2,1,1,1,1,1,1,1
260,0,1121,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Κ. Κρητικου,Κ. Κρητικου,,,Κ. ,Κρητικου,,,\N,146,1121,Nng,1,n,GRA,N,8,80,8015,2,2,1,1,1,1,1,1,1
261,0,1125,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Ϲ. Πολυδοκου,Ϲ. · [Π]ολυδοκου,,,Ϲ.,[Π]ολυδοκου,,,"CIL, IV, 6428: primam litteram fuisse Κ. ut in 6427 pro certo habeo.",147,1125,Nng,1,n,GRA,N,0,00,000,2,2,1,1,1,1,1,1,1
262,0,1127,1,,NUL,IGN,2,i/n,i/x?,i/x,in,ix?,ix,n,x?,x,n,GRA,N,,,,Κλ. Ϲεκουνδ-,Κλ. · Ϲεκο[υ]νδ[---],,,Κλ.,Ϲεκο[υ]νδ[---],,,"CIL, IV, 6430-6433: Τιη Κλ(αυδίου) Σεκούνδ(ου).",148,1127,?IigXxg,2,n,GRA,N,0,00,000,34,30,11,6,2,2,1,1,1
263,0,1127,1,,NUL,IGN,2,i/n,i/x?,i/x,in,ix?,ix,n,x?,x,i,GRA,NUM?,,,,ΤΙΗ {318} && Τιη,ΤΙΗ && Τιη(---),,,,ΤΙΗ && Τιη(---),,,"[DANIEL MARTIN-ARROYO]:  Τιβε. Κλ. Ϲεκουνδ- según hipótesis recogida en Marangou-Lerat (1995) p. 135-136, P24. Son múltiples las referencias en el CIL IV. Extraña la disposición del praenomen en una línea superior. La interpretación de las letras del praenomen no es clara.",148,1127,?IigXxg,2,n,GRA,N,0,00,000,34,30,11,6,2,2,1,1,1
